2,0,0,3,5, [20.59707447  1.74746269 49.21678574 42.19791315 77.10974527]
2,0,0,3,5, [20.12208997  0.38130147 50.14839458 25.99063258 75.7122487 ]
0,0,0,1,1, [64.79576033]
1,0,1,1,3, [50.08442188 19.08095302 77.98961285]
1,0,1,1,3, [50.49689428 17.85031452 78.23164328]
1,1,1,0,3, [  49.57579475   18.70515    3944.28702697]
0,0,0,1,1, [75.57784121]
1,0,0,2,3, [49.49631315  1.50185455 56.24339423]
1,0,1,1,3, [20.67132678 -8.30993518 48.13445381]
1,0,1,1,3, [50.70001376 17.15758934 79.1629484 ]
1,0,0,2,3, [48.185102   41.92827231 55.2303024 ]
1,0,1,1,3, [50.10732903 18.87731765 80.93930013]
1,0,1,1,3, [48.93679995 20.00088057 58.29928714]
0,0,1,0,1, [49.80230368]
2,0,1,2,5, [48.72195374 20.15202647  7.16240921 26.99914683 47.77895477]
1,0,1,1,3, [50.78568515 21.16197677 79.00911575]
1,0,0,2,3, [49.53139086  8.57337405 55.20871212]
1,1,0,1,3, [ 20.13188765   3.5785069  -17.93251659]
0,0,1,0,1, [54.73601032]
2,0,1,2,5, [49.13139329 19.97556131 12.54382403 23.96526174 73.6978636 ]
2,0,1,2,5, [20.27565274 11.85423659 49.84933255 24.23867484 80.5265815 ]
1,0,1,1,3, [49.42127301 15.49942104 77.67759364]
0,0,1,0,1, [20.32640852]
0,0,0,1,1, [40.28139761]
2,0,1,2,5, [50.73239808 19.96204387 12.78191355 42.96392275 54.80333087]
2,0,0,3,5, [ 20.56957836   1.9192992   50.39653587 -42.07418356  79.0917319 ]
0,0,1,0,1, [49.81894242]
2,0,0,3,5, [51.34975653 22.06178338  7.54446335 30.01904484 56.43408775]
0,0,0,1,1, [2.77791142]
2,0,0,3,5, [20.03395749 11.6574582  49.37734816 25.56428211 78.1621105 ]
2,0,1,2,5, [ 1.94399106e+01 -3.32096347e-02  4.81204069e+01  2.98958177e+01
  5.28884509e+01]
2,2,0,2,6, [19.91803031  0.46760851  0.46760743 50.590499   41.56377315 77.6402032 ]
2,0,2,1,5, [19.37959414 13.09127077 49.89660214 24.34193141 54.12245996]
1,0,1,1,3, [50.76599307 35.38260362 48.34093703]
0,0,1,0,1, [50.97405204]
1,0,1,1,3, [50.70372885  6.91265965 54.90341519]
2,0,0,3,5, [51.04644857 19.79829407 12.43083792 25.55625564 78.39773839]
1,0,1,1,3, [49.43059747 23.49877511 55.42944573]
2,0,0,3,5, [50.17844932 21.76292727  2.51481472 27.3609685  56.37508546]
2,0,1,2,5, [50.16535137 20.26496229 13.78130399 24.10616632 64.80947677]
2,0,0,3,5, [50.18783437 20.03973642 12.34754866 39.57006128 34.28324263]
